patternNumber, centre, deltaCentre, fwhm, deltaFwhm, lhwhm, deltaLhwhm, rhwhm, deltaRhwhm, lshape, deltaLshape, rshape, deltaRshape, info
5.0, 5.55802, 2.0602e-05, 0.01301404, 3.0701152485370965e-05, 0.00745099, 2.26797e-05, 0.00556305, 2.06928e-05, 1.43317, 0.00529246, 1.42715, 0.00628334, 'SS316L'
6.0, 5.55569, 0.000105703, 0.01199312, 0.0001680062422887, 0.00664702, 0.000122702, 0.0053461, 0.000114762, 1.3343, 0.0384084, 1.44291, 0.0518126, 'SS316L'
8.0, 5.56522, 1.54313e-05, 0.01361592, 2.293466842162755e-05, 0.00821598, 1.71531e-05, 0.00539994, 1.5224e-05, 1.50373, 0.00385308, 1.38779, 0.00419031, 'SS316L'
9.0, 5.56053, 2.70798e-05, 0.01223548, 4.070654053588932e-05, 0.00697992, 3.00608e-05, 0.00525556, 2.74476e-05, 1.39219, 0.00719758, 1.37988, 0.00839547, 'SS316L'
10.0, 5.5609, 4.59876e-05, 0.01248298, 6.865409432291711e-05, 0.00699868, 5.05013e-05, 0.0054843, 4.65081e-05, 1.39719, 0.0122103, 1.45178, 0.015415, 'SS316L'
11.0, 5.55994, 5.7672e-05, 0.01283578, 8.846144917250678e-05, 0.00727898, 6.44459e-05, 0.0055568, 6.05983e-05, 1.31745, 0.0146937, 1.413, 0.0203896, 'SS316L'
12.0, 5.55958, 7.76717e-05, 0.01322572, 0.00011936286466, 0.00744557, 8.62393e-05, 0.00578015, 8.25244e-05, 1.4888, 0.026957, 1.49804, 0.0324261, 'SS316L'
13.0, 5.55821, 9.59473e-05, 0.01400432, 0.000147927594782, 0.00772897, 0.000107577, 0.00627535, 0.000101537, 1.37689, 0.0280139, 1.65842, 0.0475638, 'SS316L'
14.0, 5.56369, 3.55844e-05, 0.01319656, 5.293166304821718e-05, 0.00700572, 3.82123e-05, 0.00619084, 3.66276e-05, 1.39723, 0.0092729, 1.52651, 0.0121144, 'SS316L'
15.0, 5.56098, 3.6633e-05, 0.01202937, 5.568350636409313e-05, 0.00680136, 4.10976e-05, 0.00522801, 3.75718e-05, 1.36696, 0.0104537, 1.41718, 0.0132354, 'SS316L'
16.0, 5.56065, 1.51034e-05, 0.01251516, 2.237274476612112e-05, 0.0069373, 1.63769e-05, 0.00557786, 1.52426e-05, 1.38557, 0.0037021, 1.42306, 0.00449116, 'SS316L'
17.0, 5.56161, 3.09305e-05, 0.01278702, 4.718930679772696e-05, 0.00737156, 3.47002e-05, 0.00541546, 3.19801e-05, 1.42803, 0.0095004, 1.42275, 0.0114657, 'SS316L'
18.0, 5.5633, 0.000249421, 0.01580727, 0.0004279234991257, 0.00917997, 0.00031472, 0.0066273, 0.000289948, 1.36432, 0.104763, 1.50569, 0.157078, 'SS316L'
19.0, 5.56473, 3.60435e-05, 0.01245916, 5.403925915128741e-05, 0.00705456, 3.91999e-05, 0.0054046, 3.71969e-05, 1.39494, 0.00959656, 1.40816, 0.0117288, 'SS316L'
20.0, 5.5612, 2.35032e-05, 0.0125586999999999, 3.507911530996755e-05, 0.007085, 2.58657e-05, 0.0054737, 2.36962e-05, 1.39409, 0.00612799, 1.4021, 0.00725039, 'SS316L'
21.0, 5.56131, 1.30484e-05, 0.01225714, 1.921355604826967e-05, 0.00700689, 1.42299e-05, 0.00525025, 1.29101e-05, 1.39388, 0.00317717, 1.37226, 0.00366172, 'SS316L'
22.0, 5.56143, 0.000100226, 0.01444256, 0.0001579053939452, 0.00786498, 0.000114149, 0.00657758, 0.000109106, 1.52662, 0.0429261, 1.62364, 0.0546779, 'SS316L'
23.0, 5.56035, 1.69239e-05, 0.013011, 2.512850508605715e-05, 0.00738171, 1.84435e-05, 0.00562929, 1.70669e-05, 1.48234, 0.00463679, 1.46584, 0.00537884, 'SS316L'
24.0, 5.55878, 2.94035e-05, 0.01287252, 4.2809609587100886e-05, 0.00708686, 3.1223e-05, 0.00578566, 2.9288e-05, 1.47235, 0.00783181, 1.55542, 0.0100609, 'SS316L'
25.0, 5.55605, 0.000153323, 0.01989576, 0.000244480114948, 0.0118152, 0.000179546, 0.00808056, 0.000165933, 1.75581, 0.0677132, 1.68471, 0.0787121, 'SS316L'
26.0, 5.55438, 9.67205e-05, 0.01178912, 0.0001486507692681, 0.00653871, 0.00010675, 0.00525041, 0.000103448, 1.42066, 0.0344417, 1.48351, 0.0441034, 'SS316L'
28.0, 5.55739, 2.99123e-05, 0.01453877, 4.494265636085611e-05, 0.00894433, 3.34514e-05, 0.00559444, 3.00141e-05, 1.7138, 0.0104342, 1.52103, 0.0109315, 'SS316L'
1.0, 7.85882, 5.04737e-05, 0.01227058, 7.781479126445048e-05, 0.00714391, 5.75448e-05, 0.00512667, 5.23807e-05, 1.41153, 0.0155556, 1.40437, 0.0190869, 'SS316L'
2.0, 7.8585, 2.94418e-05, 0.01250522, 4.495903055293786e-05, 0.00723716, 3.30175e-05, 0.00526806, 3.05149e-05, 1.38476, 0.00801037, 1.32363, 0.00898035, 'SS316L'
3.0, 7.86069, 3.88238e-05, 0.01130758, 5.802522392821935e-05, 0.00650427, 4.21746e-05, 0.00480331, 3.98526e-05, 1.39121, 0.0107593, 1.33671, 0.0122184, 'SS316L'
4.0, 7.8587, 5.52433e-05, 0.01189791, 8.575504899147339e-05, 0.00678132, 6.28193e-05, 0.00511659, 5.83752e-05, 1.3571, 0.016908, 1.33569, 0.0196768, 'SS316L'
5.0, 7.85757, 3.85103e-05, 0.0126895599999999, 5.875582266380073e-05, 0.00766938, 4.37953e-05, 0.00502018, 3.91691e-05, 1.37163, 0.00999742, 1.22635, 0.0103293, 'SS316L'
6.0, 7.85564, 0.000113073, 0.01239516, 0.0001799500545206, 0.00677697, 0.000129111, 0.00561819, 0.000125349, 1.26959, 0.0359232, 1.36204, 0.0479014, 'SS316L'
8.0, 7.86174, 3.25504e-05, 0.01233508, 4.9489398347929024e-05, 0.00720876, 3.69728e-05, 0.00512632, 3.2897e-05, 1.35186, 0.00821278, 1.31466, 0.00956091, 'SS316L'
9.0, 7.85959, 3.51334e-05, 0.01216643, 5.319143735574365e-05, 0.00708075, 3.96786e-05, 0.00508568, 3.54251e-05, 1.33006, 0.00869199, 1.30834, 0.0103114, 'SS316L'
10.0, 7.85697, 4.40163e-05, 0.01145057, 6.59975289676818e-05, 0.00624251, 4.8219e-05, 0.00520806, 4.50622e-05, 1.31364, 0.0112101, 1.31356, 0.0125602, 'SS316L'
11.0, 7.8565, 9.47064e-05, 0.01276701, 0.0001469707208154, 0.00685845, 0.000106016, 0.00590856, 0.000101789, 1.39853, 0.0323628, 1.53609, 0.0436813, 'SS316L'
12.0, 7.85706, 3.86647e-05, 0.01174359, 5.827631491721143e-05, 0.00666423, 4.31247e-05, 0.00507936, 3.91968e-05, 1.36594, 0.0106594, 1.33689, 0.0120496, 'SS316L'
13.0, 7.85689, 0.000171224, 0.01404426, 0.0002763313703979, 0.0077602, 0.000201921, 0.00628406, 0.000188645, 1.17843, 0.0448633, 1.30597, 0.0639615, 'SS316L'
14.0, 7.86327, 3.77686e-05, 0.01225354, 5.708834869612187e-05, 0.00681317, 4.13199e-05, 0.00544037, 3.93922e-05, 1.31584, 0.00916613, 1.33781, 0.0111512, 'SS316L'
15.0, 7.85962, 2.23409e-05, 0.0119239699999999, 3.3596999598922524e-05, 0.00703307, 2.52373e-05, 0.0048909, 2.21774e-05, 1.34752, 0.00541663, 1.23054, 0.00554913, 'SS316L'
16.0, 7.8588, 3.43252e-05, 0.01317981, 5.281436065777944e-05, 0.00765468, 3.90988e-05, 0.00552513, 3.55055e-05, 1.38617, 0.00922706, 1.34639, 0.01069, 'SS316L'
17.0, 7.85801, 6.83409e-05, 0.01323137, 0.0001090658155636, 0.00727895, 7.83176e-05, 0.00595242, 7.59059e-05, 1.34631, 0.0237159, 1.36167, 0.0280137, 'SS316L'
18.0, 7.8613, 9.55896e-05, 0.01388914, 0.0001545280605003, 0.00837053, 0.000114981, 0.00551861, 0.000103239, 1.4413, 0.0369536, 1.36043, 0.0424737, 'SS316L'
19.0, 7.86418, 3.75743e-05, 0.01229419, 5.733611297611655e-05, 0.00744645, 4.33175e-05, 0.00484774, 3.75636e-05, 1.47581, 0.0114734, 1.34311, 0.0121619, 'SS316L'
20.0, 7.85858, 4.00301e-05, 0.011932, 6.146163424852939e-05, 0.00662147, 4.45881e-05, 0.00531053, 4.23017e-05, 1.37557, 0.0122627, 1.35727, 0.0138287, 'SS316L'
21.0, 7.85838, 2.90942e-05, 0.01166158, 4.4397500813671934e-05, 0.00659488, 3.22523e-05, 0.0050667, 3.05111e-05, 1.32377, 0.00787851, 1.36123, 0.0100642, 'SS316L'
23.0, 7.86016, 2.5392e-05, 0.0122397199999999, 3.806053551120898e-05, 0.00721278, 2.80644e-05, 0.00502694, 2.57098e-05, 1.4317, 0.00710992, 1.33453, 0.00778038, 'SS316L'
24.0, 7.85833, 9.73418e-05, 0.01172826, 0.0001519475374759, 0.00667781, 0.000110212, 0.00505045, 0.000104601, 1.33041, 0.0300212, 1.29052, 0.0341324, 'SS316L'
26.0, 7.85874, 5.82604e-05, 0.01269633, 9.004570834526208e-05, 0.00769794, 6.75142e-05, 0.00499839, 5.95824e-05, 1.44899, 0.0173518, 1.29887, 0.0180107, 'SS316L'
28.0, 7.85749, 4.96215e-05, 0.0137244, 7.653578966973555e-05, 0.00862791, 5.76041e-05, 0.00509649, 5.03934e-05, 1.5069, 0.0154425, 1.28071, 0.0152737, 'SS316L'
1.0, 9.21197, 9.79239e-05, 0.01719476, 0.00015320524601, 0.00930002, 0.000110766, 0.00789474, 0.000105843, 1.25178, 0.01985, 1.49631, 0.0324385, 'SS316L'
2.0, 9.21531, 4.61168e-05, 0.01719179, 7.043667311422366e-05, 0.00993714, 5.14752e-05, 0.00725465, 4.80794e-05, 1.46337, 0.0109873, 1.45055, 0.0133065, 'SS316L'
3.0, 9.21515, 9.43629e-05, 0.01683898, 0.0001449999479108, 0.00932978, 0.000105271, 0.0075092, 9.97146e-05, 1.2625, 0.0173511, 1.43795, 0.0266625, 'SS316L'
4.0, 9.21532, 8.39043e-05, 0.01628786, 0.0001312434242453, 0.00922086, 9.54798e-05, 0.007067, 9.00469e-05, 1.2751, 0.0176208, 1.37502, 0.0248233, 'SS316L'
5.0, 9.21419, 5.22649e-05, 0.01549892, 8.090836619565371e-05, 0.00899503, 5.98803e-05, 0.00650389, 5.44106e-05, 1.34654, 0.0118535, 1.3193, 0.0138866, 'SS316L'
6.0, 9.21146, 7.00225e-05, 0.01620443, 0.0001082791900501, 0.00897463, 7.88876e-05, 0.0072298, 7.41696e-05, 1.29541, 0.0146167, 1.43967, 0.0211158, 'SS316L'
7.0, 9.20948, 0.000474933, 0.02166916, 0.0008534220506853, 0.0126794, 0.00062359, 0.00898976, 0.000582636, 1.81763, 0.302571, 1.98371, 0.450174, 'SS316L'
8.0, 9.21799, 6.65423e-05, 0.01674366, 0.0001030702222755, 0.00944112, 7.51083e-05, 0.00730254, 7.05848e-05, 1.27291, 0.0127346, 1.40113, 0.0186202, 'SS316L'
9.0, 9.21472, 5.85837e-05, 0.01650811, 8.939983609185198e-05, 0.00908093, 6.50082e-05, 0.00742718, 6.13699e-05, 1.32169, 0.0119104, 1.46532, 0.016978, 'SS316L'
10.0, 9.21608, 0.000114917, 0.01656663, 0.0001790910862103, 0.00940195, 0.000131178, 0.00716468, 0.000121926, 1.277, 0.0230215, 1.37666, 0.0323182, 'SS316L'
11.0, 9.21473, 3.78744e-05, 0.01694351, 5.648187296549221e-05, 0.00985075, 4.17188e-05, 0.00709276, 3.80755e-05, 1.44849, 0.00775131, 1.45587, 0.00973332, 'SS316L'
12.0, 9.21462, 5.24177e-05, 0.01638453, 7.950579178154256e-05, 0.00938498, 5.85084e-05, 0.00699955, 5.38325e-05, 1.44545, 0.0122341, 1.40584, 0.0138898, 'SS316L'
13.0, 9.21387, 0.000120075, 0.01861862, 0.0001871859828112, 0.0105076, 0.00013674, 0.00811102, 0.000127831, 1.42807, 0.0291129, 1.48673, 0.0374784, 'SS316L'
14.0, 9.22163, 9.58971e-05, 0.01780286, 0.0001496239287313, 0.010288, 0.000110268, 0.00751486, 0.000101135, 1.40925, 0.0226507, 1.37646, 0.0262367, 'SS316L'
15.0, 9.21596, 4.64059e-05, 0.0169246399999999, 7.143839811669912e-05, 0.00987854, 5.28218e-05, 0.0070461, 4.80968e-05, 1.3664, 0.00948572, 1.34313, 0.0113609, 'SS316L'
16.0, 9.2153, 3.78326e-05, 0.01699139, 5.732923369346568e-05, 0.00948231, 4.15962e-05, 0.00750908, 3.94512e-05, 1.41057, 0.00821037, 1.44397, 0.0101082, 'SS316L'
17.0, 9.21662, 2.96506e-05, 0.0169971, 4.522069939529905e-05, 0.00966502, 3.32382e-05, 0.00733208, 3.06616e-05, 1.41582, 0.00658278, 1.42337, 0.00794046, 'SS316L'
18.0, 9.21694, 0.000119001, 0.01840353, 0.0001895837740551, 0.00982743, 0.000136488, 0.0085761, 0.000131579, 1.33575, 0.031631, 1.53476, 0.0463329, 'SS316L'
19.0, 9.21941, 5.24515e-05, 0.01749451, 7.94973052269069e-05, 0.00984216, 5.81935e-05, 0.00765235, 5.41603e-05, 1.42543, 0.0111538, 1.42598, 0.0131078, 'SS316L'
20.0, 9.21703, 3.5878e-05, 0.0162925999999999, 5.4466740858344e-05, 0.00948081, 4.02953e-05, 0.00681179, 3.66458e-05, 1.41058, 0.00783636, 1.36446, 0.00900183, 'SS316L'
21.0, 9.21646, 5.55697e-05, 0.0161262, 8.624358010686941e-05, 0.00894232, 6.27894e-05, 0.00718388, 5.91223e-05, 1.3675, 0.0136258, 1.44772, 0.0177189, 'SS316L'
22.0, 9.21763, 0.000133092, 0.02141065, 0.0002108444981971, 0.0120892, 0.000152922, 0.00932145, 0.000145156, 1.6399, 0.0454289, 1.61186, 0.0518814, 'SS316L'
23.0, 9.2182, 4.35211e-05, 0.01675445, 6.673916063976231e-05, 0.00950228, 4.87353e-05, 0.00725217, 4.55959e-05, 1.37142, 0.0093918, 1.43222, 0.0123268, 'SS316L'
24.0, 9.21605, 7.69426e-05, 0.01532705, 0.0001181468018987, 0.0087665, 8.68159e-05, 0.00656055, 8.01353e-05, 1.31594, 0.016154, 1.37317, 0.021373, 'SS316L'
25.0, 9.21634, 0.000297824, 0.02217554, 0.000542107527094, 0.0135877, 0.000416204, 0.00858784, 0.000347354, 1.0, 0.0553204, 1.0, 0.0732646, 'SS316L'
26.0, 9.2111, 0.000206276, 0.0182817399999999, 0.0003281513220208, 0.0098853, 0.000236412, 0.00839644, 0.00022758, 1.37879, 0.0100128, 1.49639, 0.0117293, 'SS316L'
28.0, 9.21005, 4.47288e-05, 0.01829952, 6.784969035419396e-05, 0.0106584, 4.99254e-05, 0.00764112, 4.5946e-05, 1.49111, 0.028426909230769237, 1.4511, 0.03937722730769232, 'SS316L'
1.0, 9.62327, 8.00927e-05, 0.01194485, 0.0001263401085271, 0.00700186, 9.19883e-05, 0.00494299, 8.66024e-05, 1.3124, 0.0245515, 1.32588, 0.0321113, 'SS316L'
2.0, 9.62246, 7.20163e-05, 0.0122497199999999, 0.0001131318414126, 0.00672518, 8.2269e-05, 0.00552454, 7.76571e-05, 1.297, 0.0229159, 1.41685, 0.031436, 'SS316L'
3.0, 9.6218, 3.31016e-05, 0.01141095, 4.9534350478127806e-05, 0.00652746, 3.66935e-05, 0.00488349, 3.32752e-05, 1.40088, 0.00930589, 1.40059, 0.0111963, 'SS316L'
4.0, 9.62339, 4.81816e-05, 0.01147382, 7.405200425066158e-05, 0.00661952, 5.38775e-05, 0.0048543, 5.08027e-05, 1.35487, 0.0144705, 1.36516, 0.0182608, 'SS316L'
5.0, 9.62313, 3.23181e-05, 0.01009409, 4.895838701530107e-05, 0.00575979, 3.52417e-05, 0.0043343, 3.39845e-05, 1.25531, 0.0087471, 1.28129, 0.0112957, 'SS316L'
6.0, 9.62079, 4.37204e-05, 0.01147825, 6.69894655745215e-05, 0.00661178, 4.86914e-05, 0.00486647, 4.6008e-05, 1.31484, 0.0119174, 1.30962, 0.0146648, 'SS316L'
8.0, 9.62527, 3.49518e-05, 0.0116537599999999, 5.263431167527509e-05, 0.00680431, 3.86852e-05, 0.00484945, 3.56907e-05, 1.33236, 0.00904957, 1.33324, 0.0113826, 'SS316L'
9.0, 9.62479, 0.000165615, 0.0120758699999999, 0.0002681436030376, 0.00700753, 0.000198219, 0.00506834, 0.000180583, 1.41544, 0.0757136, 1.47251, 0.100429, 'SS316L'
10.0, 9.62315, 4.86326e-05, 0.0108716, 7.328140660665569e-05, 0.00626858, 5.31367e-05, 0.00460302, 5.04644e-05, 1.3387, 0.0134549, 1.32293, 0.0163475, 'SS316L'
11.0, 9.62274, 7.24462e-05, 0.01112579, 0.0001113310591793, 0.00633933, 8.14166e-05, 0.00478646, 7.59338e-05, 1.30247, 0.0218564, 1.31359, 0.026808, 'SS316L'
12.0, 9.62298, 0.000130937, 0.01108488, 0.0002098608380832, 0.00623543, 0.00015072, 0.00484945, 0.000146031, 1.20954, 0.0424819, 1.20027, 0.0502243, 'SS316L'
13.0, 9.62249, 0.000158405, 0.01156169, 0.0002547813712852, 0.00673583, 0.000188715, 0.00482586, 0.000171173, 1.23279, 0.0532444, 1.2772, 0.070815, 'SS316L'
14.0, 9.62637, 5.82004e-05, 0.01228205, 8.953771164475893e-05, 0.0067289, 6.49003e-05, 0.00555315, 6.16843e-05, 1.31154, 0.016015, 1.41238, 0.0213776, 'SS316L'
15.0, 9.62399, 4.2298e-05, 0.01142125, 6.563389052836957e-05, 0.00651782, 4.83605e-05, 0.00490343, 4.43742e-05, 1.30706, 0.0122253, 1.29459, 0.0143404, 'SS316L'
16.0, 9.62398, 0.000113526, 0.01162538, 0.0001895907999297, 0.00652638, 0.000138693, 0.005099, 0.000129263, 1.15069, 0.0367475, 1.16388, 0.0441658, 'SS316L'
17.0, 9.6241, 4.00473e-05, 0.01135099, 6.362797075579261e-05, 0.00651963, 4.70475e-05, 0.00483136, 4.28375e-05, 1.29464, 0.0129688, 1.32224, 0.0163897, 'SS316L'
18.0, 9.62245, 0.000135433, 0.0124217099999999, 0.0002209908371177, 0.00685601, 0.000160907, 0.0055657, 0.000151479, 1.21252, 0.0482033, 1.44377, 0.0795702, 'SS316L'
19.0, 9.62618, 0.00010646, 0.01190031, 0.0001703086935185, 0.0065914, 0.000123352, 0.00530891, 0.000117428, 1.22989, 0.0320799, 1.33957, 0.0448366, 'SS316L'
20.0, 9.62364, 3.23968e-05, 0.01143028, 4.99743409166144e-05, 0.00651323, 3.65522e-05, 0.00491705, 3.40789e-05, 1.29197, 0.00867981, 1.27079, 0.0100813, 'SS316L'
21.0, 9.62384, 7.13096e-05, 0.01167265, 0.0001149172026016, 0.0066462, 8.40598e-05, 0.00502645, 7.83576e-05, 1.23719, 0.0224742, 1.31815, 0.0310603, 'SS316L'
23.0, 9.62367, 7.29147e-05, 0.01159848, 0.0001170892649972, 0.00648102, 8.48824e-05, 0.00511746, 8.06528e-05, 1.2357, 0.0230609, 1.32377, 0.0315339, 'SS316L'
24.0, 9.6228, 0.000259665, 0.01175698, 0.0004236451230759, 0.00664969, 0.000307759, 0.00510729, 0.000291135, 1.22375, 0.0918, 1.28503, 0.121875, 'SS316L'
26.0, 9.62077, 6.55755e-05, 0.01152014, 0.0001006839330896, 0.00661738, 7.30865e-05, 0.00490276, 6.92504e-05, 1.31024, 0.0180852, 1.33002, 0.0231321, 'SS316L'
28.0, 9.62004, 7.16905e-05, 0.01261376, 0.0001129266573936, 0.00739511, 8.35913e-05, 0.00521865, 7.59271e-05, 1.30225, 0.0209959, 1.29163, 0.025788, 'SS316L'
2.0, 11.115, 0.000181261, 0.0233287, 0.0002974185979205, 0.0128153, 0.00021507, 0.0105134, 0.000205433, 1.22912, 0.0347079, 1.37923, 0.0503565, 'SS316L'
3.0, 11.1163, 0.00032779, 0.02423, 0.0005309508254537, 0.014045, 0.000389479, 0.010185, 0.000360853, 1.44372, 0.0785056, 1.49391, 0.103506, 'SS316L'
5.0, 11.1135, 0.000267294, 0.02553, 0.0004400847625367, 0.0149975, 0.000323029, 0.0105325, 0.000298876, 1.47374, 0.0702583, 1.50392, 0.0915025, 'SS316L'
6.0, 11.1085, 0.000437572, 0.02234901, 0.0007545392952046, 0.0124306, 0.000547942, 0.00991841, 0.000518738, 1.18042, 0.0979243, 1.37006, 0.154461, 'SS316L'
8.0, 11.1202, 0.000209012, 0.0259456, 0.0003384415691075, 0.0148687, 0.00024734, 0.0110769, 0.00023101, 1.39307, 0.0430014, 1.4054, 0.0528246, 'SS316L'
9.0, 11.1155, 0.000515254, 0.02232647, 0.0009131388962649, 0.0130746, 0.000668836, 0.00925187, 0.000621676, 1.31247, 0.149647, 1.23556, 0.163104, 'SS316L'
10.0, 11.1171, 0.000212496, 0.02322386, 0.0003390996034102, 0.0132495, 0.000247948, 0.00997436, 0.000231323, 1.29968, 0.0368345, 1.29894, 0.0441467, 'SS316L'
